ENCH_FormID	ENCH_EDID	ENCH_FULL	ENIT_Flags	ENIT_CastType	ENIT_TargetType	ENIT_EnchantType	ENIT_ChargeTime	ENIT_EnchantCost	ENIT_EnchantAmount	Effects_Flat	Effect_1	Effect_2	Effect_3	Effect_4	Effect_5	Effect_6	Effect_7	Effect_8	Effect_9	Effect_10	Effect_11	Effect_12	Effect_13	Effect_14	Effect_15	Effect_16	Effect_17	Effect_18	Effect_19	Effect_20	Globals_Flat	Glob_1	Glob_2	Glob_3	Glob_4	Glob_5	Glob_6	Glob_7	Glob_8	Glob_9	Glob_10	ReferencedBy_Flat	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11	Ref_12	Ref_13	Ref_14	Ref_15	Ref_16	Ref_17	Ref_18	Ref_19	Ref_20	Ref_21	Ref_22	Ref_23	Ref_24	Ref_25	Ref_26	Ref_27	Ref_28	Ref_29	Ref_30	Ref_31	Ref_32	Ref_33	Ref_34	Ref_35	Ref_36	Ref_37	Ref_38	Ref_39	Ref_40
00793A59	"zzz_RD01_UnderArmor_EnclaveSecretOperative_FortifyEnch"	"Enclave Secret Operative Underarmor Buff"	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=zzz_RD01_Underarmor_EnclaveSecretOperative_FortifyDamageResistEffect[00793A5B];FULL=Enclave Secret Operative : Fortify;EffID=14;Mag=10.000000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect2:MGEF=zzz_RD01_Underarmor_EnclaveSecretOperative_FortifyEnergyResistEffect[007B74F9];FULL=Enclave Secret Operative : Fortify;EffID=12;Mag=10.000000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect3:MGEF=zzz_RD01_Underarmor_EnclaveSecretOperative_ReduceActionPointsEffect[007B74F8];FULL=Enclave Secret Operative : Reduce;EffID=13;Mag=10.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=zzz_RD01_Underarmor_EnclaveSecretOperative_FortifyDamageResistEffect[00793A5B];FULL=Enclave Secret Operative : Fortify;EffID=14;Mag=10.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=zzz_RD01_Underarmor_EnclaveSecretOperative_FortifyEnergyResistEffect[007B74F9];FULL=Enclave Secret Operative : Fortify;EffID=12;Mag=10.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=zzz_RD01_Underarmor_EnclaveSecretOperative_ReduceActionPointsEffect[007B74F8];FULL=Enclave Secret Operative : Reduce;EffID=13;Mag=10.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00793E4D	"zzz_RD01_PowerArmor_Generic_EnclaveVulcanEnch"	"Vulcan PA Generic"	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"ARMO:Vulcan Left Arm[00788D09] | ARMO:Vulcan Right Arm[00788D0A] | ARMO:Vulcan Left Leg[00788D0C] | ARMO:Vulcan Right Leg[00788D0D]"	"ARMO:Vulcan Left Arm[00788D09]"	"ARMO:Vulcan Right Arm[00788D0A]"	"ARMO:Vulcan Left Leg[00788D0C]"	"ARMO:Vulcan Right Leg[00788D0D]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00793E4E	"RD01_PowerArmor_Torso_EnclaveVulcanEnch"	"Vulcan PA Bonuses"	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=RD01_AbPowerArmorTorso_EnclaveVulcan_FortifyFusionCore[00793E47];FULL=Fortify Fusion Core;EffID=4;Mag=0.250000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect2:MGEF=RD01_AbPowerArmorTorso_EnclaveVulcan_FortifyAPRegen[00793E46];FULL=Fortify AP Regen Mult;EffID=7;Mag=25.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=RD01_AbPowerArmorTorso_EnclaveVulcan_FortifyFusionCore[00793E47];FULL=Fortify Fusion Core;EffID=4;Mag=0.250000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=RD01_AbPowerArmorTorso_EnclaveVulcan_FortifyAPRegen[00793E46];FULL=Fortify AP Regen Mult;EffID=7;Mag=25.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"ARMO:Vulcan Chest Piece[00788D0E]"	"ARMO:Vulcan Chest Piece[00788D0E]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00793EFF	"ench_LegendaryWeapon_Icemens"	""	"1 | 1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_Weapon_IcemensAddPerkEffect[00793F01];FULL=Add Legendary Weapon Icemens Effect;EffID=4;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_Weapon_IcemensAddPerkEffect[00793F01];FULL=Add Legendary Weapon Icemens Effect;EffID=4;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00795279	"RD01_PowerArmor_ElasticServosJumpEnch"	"Elastic Servos"	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=RD01_PowerArmor_ElasticServosJumpEffect[0079527D];FULL=Elastic Servos Jump Height;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=RD01_PowerArmor_ElasticServosJumpEffect[0079527D];FULL=Elastic Servos Jump Height;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:TEMPLATE: Elastic Servos[00793E3E]"	"OMOD:TEMPLATE: Elastic Servos[00793E3E]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
007952D0	"RD01_PowerArmor_StabilizedBracersEnch"	"Gimbal Bracers"	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=RD01_PowerArmor_StabilizedBracersEffect[007952D1];FULL=Gimbal Bracers Stability Effect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=RD01_PowerArmor_StabilizedBracersEffect[007952D1];FULL=Gimbal Bracers Stability Effect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:TEMPLATE: Gimbal Bracers[00793E40]"	"OMOD:TEMPLATE: Gimbal Bracers[00793E40]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
007954E8	"RD01_PowerArmor_UltraciteBracersEnch"	"Ultracite Bracers"	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=RD01_PowerArmor_UltraciteBracersEffect[007954ED];FULL=Ultracite Bracers Effect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=RD01_PowerArmor_UltraciteBracersEffect[007954ED];FULL=Ultracite Bracers Effect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:TEMPLATE: Ultracite Bracers[00793E41]"	"OMOD:TEMPLATE: Ultracite Bracers[00793E41]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
007954EA	"RD01_PowerArmor_ReflectionEnch"	"Reflection Assembly"	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=RD01_PowerArmor_ReflectionEffect[007954EE];FULL=Reflection Assembly Effect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=RD01_PowerArmor_ReflectionEffect[007954EE];FULL=Reflection Assembly Effect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:TEMPLATE: Reflection Assembly[00793E3F]"	"OMOD:TEMPLATE: Reflection Assembly[00793E3F]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0079552D	"ench_LegendaryWeapon_Vipers"	""	"1 | 1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_Weapon_VipersAddPerkEffect[0079552E];FULL=Add Legendary Weapon Viper's Effect;EffID=5;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_Weapon_VipersAddPerkEffect[0079552E];FULL=Add Legendary Weapon Viper's Effect;EffID=5;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Viper's[0079297A]"	"OMOD:Viper's[0079297A]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00796134	"RD01_Weapon_DrillFist_BleedDmageEnch"	"Drill Fist Bleed Damage"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=modWeapBleedEffect[002387E2];FULL=Bleed dmg health;EffID=0;Mag=14.000000;Dur=8;Area=0;MAGG=[];CVTO=[]"	"MGEF=modWeapBleedEffect[002387E2];FULL=Bleed dmg health;EffID=0;Mag=14.000000;Dur=8;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Blade Bits[007AE260] | OMOD:Ultracite Bits[007AE578]"	"OMOD:Blade Bits[007AE260]"	"OMOD:Ultracite Bits[007AE578]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0079629F	"zzz_WIP4_ench_LegendaryWeapon_Slayers"	""	"1 | 1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
007965D5	"ench_LegendaryArmor_Sawbones"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_Armor_SawbonesApplyHealPerkEffect[007965D6];FULL=Apply Legendary Armor Sawbone's Heal Effect;EffID=6;Mag=1.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_Armor_SawbonesApplyHealPerkEffect[007965D6];FULL=Apply Legendary Armor Sawbone's Heal Effect;EffID=6;Mag=1.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Sawbones[00792984] | OMOD:Sawbones[007A74D0]"	"OMOD:Sawbones[00792984]"	"OMOD:Sawbones[007A74D0]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
007968CF	"ench_LegendaryArmor_Ranger"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_Armor_RangerApplyFortifyRangedDMGPerkEffect[007968D5];FULL=Apply Legendary Armor Ranger's Fortify All Melee Damage Effect;EffID=3;Mag=0.000000;Dur=0;Area=0;MAGG=Legendary_Ranger_DamageBonus[007968D2];CVTO=[]"	"MGEF=Legendary_Armor_RangerApplyFortifyRangedDMGPerkEffect[007968D5];FULL=Apply Legendary Armor Ranger's Fortify All Melee Damage Effect;EffID=3;Mag=0.000000;Dur=0;Area=0;MAGG=Legendary_Ranger_DamageBonus[007968D2];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Legendary_Ranger_DamageBonus[007968D2]"	"Legendary_Ranger_DamageBonus[007968D2]"	""	""	""	""	""	""	""	""	""	"OMOD:Ranger's[00792A34] | OMOD:Ranger's[007A74CE]"	"OMOD:Ranger's[00792A34]"	"OMOD:Ranger's[007A74CE]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
007968D0	"ench_LegendaryArmor_Bruiser"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_Armor_BruiserApplyFortifyMeleeDMGPerkEffect[007968D3];FULL=Apply Legendary Armor Bruiser's Fortify Melee DMG Effect;EffID=3;Mag=0.000000;Dur=0;Area=0;MAGG=Legendary_Bruiser_DamageBonus[007968D1];CVTO=[]"	"MGEF=Legendary_Armor_BruiserApplyFortifyMeleeDMGPerkEffect[007968D3];FULL=Apply Legendary Armor Bruiser's Fortify Melee DMG Effect;EffID=3;Mag=0.000000;Dur=0;Area=0;MAGG=Legendary_Bruiser_DamageBonus[007968D1];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Legendary_Bruiser_DamageBonus[007968D1]"	"Legendary_Bruiser_DamageBonus[007968D1]"	""	""	""	""	""	""	""	""	""	"OMOD:Bruiser's[00792A2A] | OMOD:Bruiser's[007A74CD]"	"OMOD:Bruiser's[00792A2A]"	"OMOD:Bruiser's[007A74CD]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00796EA9	"RD01_Weapon_DrillFist_FireDamageEnch"	"Drill Fist Fire Damage"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=RD01_Weapon_DrillFist_FireDamageEffect[00796EB0];FULL=Drill Fist Fire Damage;EffID=0;Mag=18.000000;Dur=4;Area=0;MAGG=[];CVTO=[]"	"MGEF=RD01_Weapon_DrillFist_FireDamageEffect[00796EB0];FULL=Drill Fist Fire Damage;EffID=0;Mag=18.000000;Dur=4;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Drill Fist Special Effect[00793A4C]"	"OMOD:Drill Fist Special Effect[00793A4C]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00797280	"RD01_Enc05_UltraciteCrystal_Explosion_Large_Enchantment"	"Ultracite Crystal Explosion Enchantment"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=RD01_Enc05_UltraciteCrystal_Explosion_Effect[0078812E];FULL=Ultracite Crystal Explosion;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=RD01_Enc05_UltraciteCrystal_Large_Explosion_Magnitude[007AC169];CVTO=[]"	"MGEF=RD01_Enc05_UltraciteCrystal_Explosion_Effect[0078812E];FULL=Ultracite Crystal Explosion;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=RD01_Enc05_UltraciteCrystal_Large_Explosion_Magnitude[007AC169];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"RD01_Enc05_UltraciteCrystal_Large_Explosion_Magnitude[007AC169]"	"RD01_Enc05_UltraciteCrystal_Large_Explosion_Magnitude[007AC169]"	""	""	""	""	""	""	""	""	""	"EXPL:RD01_Enc05_UltraciteCrystal_Large_Explosion[00797102]"	"EXPL:RD01_Enc05_UltraciteCrystal_Large_Explosion[00797102]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00797B8D	"DEL_WIP4_ench_LegendaryWeapon_Duelists"	""	"1 | 1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00799381	"ench_LegendaryWeapon_Electricians_Explosion"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_Weapon_ElectriciansAddPerkEffect[007AC46C];FULL=Add Legendary Weapon Electrician's Effect;EffID=4;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect2:MGEF=Legendary_Weapon_ElectriciansAddPerkEffect[007AC46C];FULL=Add Legendary Weapon Electrician's Effect;EffID=5;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect3:MGEF=Legendary_Weapon_ElectriciansAddPerkEffect[007AC46C];FULL=Add Legendary Weapon Electrician's Effect;EffID=13;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect4:MGEF=Legendary_Weapon_ElectriciansAddPerkEffect[007AC46C];FULL=Add Legendary Weapon Electrician's Effect;EffID=12;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect5:MGEF=Legendary_Weapon_ElectriciansAddPerkEffect[007AC46C];FULL=Add Legendary Weapon Electrician's Effect;EffID=9;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_Weapon_ElectriciansAddPerkEffect[007AC46C];FULL=Add Legendary Weapon Electrician's Effect;EffID=4;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_Weapon_ElectriciansAddPerkEffect[007AC46C];FULL=Add Legendary Weapon Electrician's Effect;EffID=5;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_Weapon_ElectriciansAddPerkEffect[007AC46C];FULL=Add Legendary Weapon Electrician's Effect;EffID=13;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_Weapon_ElectriciansAddPerkEffect[007AC46C];FULL=Add Legendary Weapon Electrician's Effect;EffID=12;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_Weapon_ElectriciansAddPerkEffect[007AC46C];FULL=Add Legendary Weapon Electrician's Effect;EffID=9;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Electrician's[0079297C]"	"OMOD:Electrician's[0079297C]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00799C76	"EnchPowerArmor_Jetpack_Vertiguard_Enclave"	"Jetpack"	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=abPowerArmorJetpack_Vertiguard_Enclave[00799C78];FULL=Power Armor Jetpack Effect;EffID=1;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=abPowerArmorJetpack_Vertiguard_Enclave[00799C78];FULL=Power Armor Jetpack Effect;EffID=1;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:ATX_PARENT_mod_PowerArmor_Vertiguard_Enclave_Jetpack[00799C82]"	"OMOD:ATX_PARENT_mod_PowerArmor_Vertiguard_Enclave_Jetpack[00799C82]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0079B576	"zzz_ench_LegendaryArmor_MiasmaPoison"	""	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=dtPoisonEffectChanceAlways[000856FA];FULL=Damage Type Poison;EffID=7;Mag=50.000000;Dur=15;Area=0;MAGG=[];CVTO=[] | Effect2:MGEF=dtPoisonEffectChanceAlways[000856FA];FULL=Damage Type Poison;EffID=5;Mag=40.000000;Dur=15;Area=0;MAGG=[];CVTO=[] | Effect3:MGEF=dtPoisonEffectChanceAlways[000856FA];FULL=Damage Type Poison;EffID=3;Mag=30.000000;Dur=15;Area=0;MAGG=[];CVTO=[] | Effect4:MGEF=dtPoisonEffectChanceAlways[000856FA];FULL=Damage Type Poison;EffID=1;Mag=20.000000;Dur=15;Area=0;MAGG=[];CVTO=[] | Effect5:MGEF=dtPoisonEffectChanceAlways[000856FA];FULL=Damage Type Poison;EffID=0;Mag=10.000000;Dur=15;Area=0;MAGG=[];CVTO=[]"	"MGEF=dtPoisonEffectChanceAlways[000856FA];FULL=Damage Type Poison;EffID=7;Mag=50.000000;Dur=15;Area=0;MAGG=[];CVTO=[]"	"MGEF=dtPoisonEffectChanceAlways[000856FA];FULL=Damage Type Poison;EffID=5;Mag=40.000000;Dur=15;Area=0;MAGG=[];CVTO=[]"	"MGEF=dtPoisonEffectChanceAlways[000856FA];FULL=Damage Type Poison;EffID=3;Mag=30.000000;Dur=15;Area=0;MAGG=[];CVTO=[]"	"MGEF=dtPoisonEffectChanceAlways[000856FA];FULL=Damage Type Poison;EffID=1;Mag=20.000000;Dur=15;Area=0;MAGG=[];CVTO=[]"	"MGEF=dtPoisonEffectChanceAlways[000856FA];FULL=Damage Type Poison;EffID=0;Mag=10.000000;Dur=15;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"EXPL:zzz_LegendaryEffect_Miasma_Explosion[0079B577]"	"EXPL:zzz_LegendaryEffect_Miasma_Explosion[0079B577]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0079B980	"SCORE_S19_ench_Weapon_AntiArmor"	"Tesla Perforator"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=TeslaCannonDamageDamageResistEffect_Contact[0079B981];FULL=Reduce Damage Resist;EffID=3;Mag=0.200000;Dur=6;Area=0;MAGG=[];CVTO=[]"	"MGEF=TeslaCannonDamageDamageResistEffect_Contact[0079B981];FULL=Reduce Damage Resist;EffID=3;Mag=0.200000;Dur=6;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Direct Current Muzzle[0079A634]"	"OMOD:Direct Current Muzzle[0079A634]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
007AC6BF	"crEnchFireHitMolotov"	"Molotov Fire Damage"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=FXFireHitVisualsMolotov[002407FD];FULL=FX Shader Molotov Fire;EffID=1;Mag=6.000000;Dur=7;Area=0;MAGG=[];CVTO=[]"	"MGEF=FXFireHitVisualsMolotov[002407FD];FULL=FX Shader Molotov Fire;EffID=1;Mag=6.000000;Dur=7;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"EXPL:crExplosionMolotovCocktail[007AC6C3]"	"EXPL:crExplosionMolotovCocktail[007AC6C3]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
007AC6C0	"crEnchPulseGrenadeEnergyDmg"	"Energy Dmg"	"1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=dtPulseEffectChanceAlways[0039CFBD];FULL=Damage Type Energy;EffID=0;Mag=15.000000;Dur=2;Area=0;MAGG=[];CVTO=[]"	"MGEF=dtPulseEffectChanceAlways[0039CFBD];FULL=Damage Type Energy;EffID=0;Mag=15.000000;Dur=2;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"EXPL:crExplosionPulseGrenade[007962EF]"	"EXPL:crExplosionPulseGrenade[007962EF]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
007AC889	"zzzench_LegendaryWeapon_Stabilizers"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
007AC9D5	"DEL_WIP4_ench_LegendaryWeapon_Toppers"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
