SPEL_FormID	SPEL_EDID	SPEL_FULL	SPEL_DESC	SPIT_Type	SPIT_CastType	SPIT_Delivery	SpellConditions
008B7390	RTSV_Bounty_HealingEffectSelf_SP	Bounty Healing Effect		Ability	Constant Effect	Self	
008B7381	RTSV_Bounty_ArmorPenetration_SP	Armor Penetration		Ability	Constant Effect	Self	
008B739C	zzzRTSV_Bounty_WoundSalter_SP	Wound Salter		Ability	Constant Effect	Self	
008B7382	zzzRTSV_Bounty_AssualtronStealth	Stealth Spell		Ability	Constant Effect	Self	
008B7385	RTSV_Bounty_DamageInverseHealth_SP	DamageInverseHealth		Ability	Constant Effect	Self	
008B73CA	RTSV_Bounty_WoundSalter_SP	Wound Salter		Ability	Constant Effect	Self	
008B73CB	RTSV_Bounty_AssualtronStealthy_SP	Stealth Spell		Ability	Constant Effect	Self	
008BF118	RTSV_Bounty_MicroWeaknessSpell	Weakness to Mike		Spell	Fire and Forget	Self	
008C02EB	RTSV_Bounty_MicroWeaknessSpelEnds	Weakness to Mike		Spell	Fire and Forget	Self	
008C28BA	RTSV_Bounty_Subjugator_SP	Red Scare		Spell	Fire and Forget	Contact	
008C28B9	RTSV_Bounty_Stabitha_VFX_SP	Greaser Greta VFX Spell		Ability	Constant Effect	Self	
008C47A6	RTSV_Stormslasher_FireDoT_Channel	Channeling Fire Damage		Spell	Fire and Forget	Contact	
008C5D6E	RTSV_Stormslasher_StaticDamageHarnessed	Harnessed Static Damage		Spell	Fire and Forget	Contact	
008C9093	HTO_crSuperMutantSuiciderSpell	Infestation Super Mutant Suicider Spell		Ability	Constant Effect	Self	
008C9090	HTO_crScorchedSuiciderSpell	Infestation Scorched Suicider Spell		Ability	Constant Effect	Self	
008C908D	HTO_crEyeBombSuiciderSpell	Infestation EyeBomb Suicider Spell		Ability	Constant Effect	Self	
008CE1D8	RTSV_Bounty_FortifyDmgPoisoned_SP	Fortify Damage To Poisoned Spell		Ability	Constant Effect	Self	
008D17A5	RTSV_Bounty_CultistTier_VFX_SP	Cultist Tier VFX Spell		Ability	Constant Effect	Self	
008D1C9C	ATX_Buff_SharpeningStone	Sharpening Stone		Spell	Fire and Forget	Self	
008D3854	AbPerkFreightTrain	Freight Train		Ability	Constant Effect	Self	
008DB74C	RTSV_StormRender_RebuttalDamage	Rebuttal	You have taken a melee attack, damage increased temporarily	Spell	Fire and Forget	Self	
008DB74D	RTSV_StormRender_RebuttalRemove	Rebuttal Remover		Spell	Fire and Forget	Self	
008DDC0A	HIDE_AbDrifter_WatcherSpell	Drifter Ability Watcher Spell		Ability	Constant Effect	Self	
008EE43D	ATX_BuffChaEnd	Charisma & Endurance Boost		Spell	Fire and Forget	Self	
008EE4D5	GHL_abPerkBaseRadResist	Ghoul Rad Affinity		Ability	Constant Effect	Self	
008F4F0E	crDLC01LightningHazardSpell	Lightning Hazard		Spell	Fire and Forget	Contact	
008F66B7	HIDE04SkylineCavernsPoisonHazardSpell	Poisonous Sludge		Spell	Concentration	Contact	
008FCD64	HIDE_crNormalizeAddPerkSpell_General			Ability	Constant Effect	Self	
008FCD65	HIDE_crNormalizeAddPerkSpell_Lieutenant			Ability	Constant Effect	Self	
008FCD66	HIDE_crNormalizeAddPerkSpell_Miniboss			Ability	Constant Effect	Self	
008FCD67	HIDE_crNormalizeAddPerkSpell_Popcorn			Ability	Constant Effect	Self	
008FCD68	HIDE_crNormalizeAddPerkSpell_Wildlife			Ability	Constant Effect	Self	
008FCD63	HIDE_crNormalizeAddPerkSpell_Boss			Ability	Constant Effect	Self	
008FDB46	HIDE_RadiationHazard	Strong Radiation		Spell	Concentration	Contact	
008FF687	crGlowingMutantHoundCloak_Aberrant	Radiation Cloak		Ability	Constant Effect	Self	
008FF68A	crMutantHoundRadHazard_Aberrant	Radiation		Spell	Concentration	Contact	
00900A94	HIDE_RadiationHazardDeadly	Deadly Radiation		Spell	Concentration	Contact	
008E0683	zzz_SDOW_DailyOps_Mutation_DeepCut	Deep Cutting Spell	Slow targets down on attack	Ability	Constant Effect	Self	
008E0682	zzz_SDOW_DailyOps_Mutation_DeepCut_DMGSpell	Deep Cutting Spell	Slow targets down on attack	Spell	Fire and Forget	Contact	
008EC62D	NailerBleedSpell	Bleed		Spell	Fire and Forget	Contact	
008EE1E8	CryoHazard_Cryolator	Cryo Hazard		Spell	Fire and Forget	Contact	
008F2AEE	AbCrowdControl	Crowd Control		Ability	Constant Effect	Self	
008F2AED	LoveTap	Love Tap		Spell	Fire and Forget	Self	
008F2AEF	AbMindOverMatter	Mind Over Matter		Ability	Constant Effect	Self	
008FBD14	AbPerkMisterSandman	Mister Sandman		Ability	Constant Effect	Self	
00900A5D	AbPerkConcentratedFire	Concentrated Fire		Ability	Constant Effect	Self	
008B7A77	zzz_WorldPets_DogBuffs	Dog Pet		Ability	Constant Effect	Self	
008B7CAA	zzz_WorldPets_CatBuff	Cat Pet		Ability	Constant Effect	Self	
008BA6D3	zzz_WorldPets_RadhogBuffs	Radhog Pet		Ability	Constant Effect	Self	
008C9399	zzz_WorldPets_DeathclawBuffs	Deathclaw Pet		Ability	Constant Effect	Self	
008D9BF1	WorldPets_DisabledBuffs	Pet Buffs	Pet buffs are disabled	Ability	Constant Effect	Self	
008DC2D0	WorldPets_DeathclawBuff_PetProwess	Pet Prowess		Ability	Constant Effect	Self	
008DC2D1	WorldPets_RadhogBuff_PetProwess	Pet Prowess		Ability	Constant Effect	Self	
008DC2D2	WorldPets_DogBuff_PetProwess	Pet Prowess		Ability	Constant Effect	Self	
008DC2CF	WorldPets_CatBuff_PetProwess	Pet Prowess		Ability	Constant Effect	Self	
009005E9	ATX_COMP_Cambot_Reporters_Instinct_Buff	Reporter's Instinct		Spell	Constant Effect	Self	
009005EA	ATX_COMP_AbPerkReporters_Instinct	Reporter's Instinct		Ability	Constant Effect	Self	
00905317	ATX_AbPerk_TeaWizard_LuckyLeaf01	Lucky-Leaf Spell		Ability	Constant Effect	Self	
00905FE3	HTO_crMoleratSuiciderSpell	Infestation Molerat Suicider Spell		Ability	Constant Effect	Self	
0090D2BB	HTO_crFortifyHealthBossSpell	Infestation Fortify Health Boss Spell		Ability	Constant Effect	Self	
0090D2BD	HTO_crFortifyHealthSupportSpell	Infestation Fortify Health Support Spell		Ability	Constant Effect	Self	
0090D2BC	HTO_crFortifyHealthMobSpell	Infestation Fortify Health Mob Spell		Ability	Constant Effect	Self	
0090D2C4	HTO_crFortifyBashBossSpell	Infestation Fortify Bash Boss Spell		Ability	Constant Effect	Self	
0091547A	AbSoleSurvivor	Sole Survivor		Ability	Constant Effect	Self	
00919BFB	HTO_crBossSpawnSpell	Infestation Boss Spawn Spell		Spell	Fire and Forget	Self	
0091C196	ATX_AbPerk_VaultTecGelatinCake_CakeSlice01	Slice of Vault-Tec Gelatin Cake Spell		Ability	Constant Effect	Self	
0091C19B	HTO_crInfestationDeathSpell	Infestation On Death Spell		Spell	Fire and Forget	Self	
0091C19E	HTO_crInfestationHitTakenSpell	Infestation On Hit Spell		Spell	Fire and Forget	Self	
009228E6	HTO_crRustRaiderSuiciderSpell	Rust Raider Suicider Spell		Ability	Constant Effect	Self	
00922931	HTO_crLostSuiciderSpell	Lost Suicider Spell		Ability	Constant Effect	Self	
0092295D	HTO_crFanaticProtectronSuiciderSpell	Fanatic Protectron Suicider Spell		Ability	Constant Effect	Self	
00928017	HolyFire	Holy Fire		Spell	Fire and Forget	Self	
0092A00C	MintyBreatherSpell	Friendly Frost		Spell	Fire and Forget	Self	
0092A0E9	SDOW_SlasherFanGhost_CamoCloak_spell	Slasher Ghost Ability		Ability	Constant Effect	Self	
0092D8CA	WorldPets_WellRested	Pet Rested	Spell to apply the Well Rested buff (used programmatically).    Gain more World Pet EXP while the buff is active.	Spell	Constant Effect	Self	
0092D088	SDOW_abBlackAndWhiteVision	abBlackAndWhiteVision		Ability	Fire and Forget	Self	
00936004	SCORE_S27_COMP_MrMoore_Buff	Mr Moore	Ghouls Charisma while bartering set to 10.  Humans gain +10 Charisma while Bartering.	Spell	Constant Effect	Self	
0093BD23	WorldPets_DogBuff_Buff02	Bounty Sniffer		Ability	Constant Effect	Self	
0093BD19	WorldPets_DeathclawBuff_Buff01	Dark Titan		Ability	Constant Effect	Self	
0093BD1A	WorldPets_CatBuff_Buff02	Mega Bits		Ability	Constant Effect	Self	
0093BD18	WorldPets_DeathclawBuff_Buff02	Fun-Festation		Ability	Constant Effect	Self	
0093BD21	WorldPets_DogBuff_CarryCapacity	Pet Carrier		Ability	Constant Effect	Self	
0093BD1F	WorldPets_RadhogBuff_Buff01	Goo-Getter		Ability	Constant Effect	Self	
0093BD22	WorldPets_RadhogBuff_CarryCapacity	Pet Carrier		Ability	Constant Effect	Self	
0093BD20	WorldPets_DeathclawBuff_CarryCapacity	Pet Carrier		Ability	Constant Effect	Self	
0093BD1C	WorldPets_CatBuff_Buff01	Bait Finder		Ability	Constant Effect	Self	
0093BD1E	WorldPets_DogBuff_Buff01	Stimpak Fetcher		Ability	Constant Effect	Self	
0093BD1D	WorldPets_RadhogBuff_Buff02	Rad-Dration		Ability	Constant Effect	Self	
0093BD1B	WorldPets_CatBuff_CarryCapacity	Pet Carrier		Ability	Constant Effect	Self	
0093B762	SDOW_GhostBoyDetectLifeClientSpell	Detect Life		Spell	Fire and Forget	Self	
00943D51	APReplenishOnKillFood_Spell	AP On Kill Food		Spell	Fire and Forget	Self	
0094426C	RTSV_Bounty_JammerShader_SP	Jaques' Shader Spell		Ability	Constant Effect	Self	
0094814B	HIDE_FEVBoss_HatLight_SPEL	HIDE FEVBoss Hat Light		Ability	Constant Effect	Self	
00949079	RadiationHazardStrong_Self	Strong Radiation Self		Spell	Fire and Forget	Self	
00951686	HIDE_cr_Electrified_Cloak	Electric Cloak		Ability	Constant Effect	Self	
00951687	HIDE_cr_Electrified_CloakHazard	Electric Damage		Spell	Concentration	Contact	
